smiles,Caco2Papp,scaffold
O=C(O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,0.4955443375464484,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb1fc0>
CN(c1cc(-c2cccnc2)ccn1)c1ccnn1CC1CCNCC1,-0.6382721639824072,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2030>
CN(c1cc(-c2cccc(F)c2)ccn1)c1ccnn1CC1CCNCC1,0.1760912590556812,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb20a0>
c1cncc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)c2)c1,1.119585774961784,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2110>
c1cncc(-c2cccc(Nc3ccc(CN4CCCCC4)cc3)n2)c1,1.0644579892269186,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2180>
c1cc2cc(n1)CCCOc1ccc(cc1)Nc1nccc(n1)OCC2,0.9777236052888478,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb21f0>
c1cc2cc(n1)CCCOc1ccc(cc1)Nc1ccnc(n1)OCC2,1.3710678622717365,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2260>
CN1CCC(OC2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,0.1492191126553798,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb22d0>
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2ccc(C3CC3)nc2)CC1,1.0726174765452363,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2340>
COc1cccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)n1,0.7474118078864233,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb23b0>
Cc1[nH]nc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)c1Cl,1.2685779718828432,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2420>
O=C(c1n[nH]c2cccnc12)N1CCC(n2cnc3cc(Cl)ccc32)CC1,0.1038037209559568,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2490>
O=C(c1n[nH]c2ccccc12)N1CCC(Oc2cncc(C(F)(F)F)c2)CC1,1.0334237554869496,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2500>
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(C(F)(F)F)c2)CC1,0.8356905714924255,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2570>
O=C(c1n[nH]c2cc(-c3ccccn3)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,0.3891660843645325,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb26c0>
O=C(c1n[nH]c2cc(-c3ccccn3)ccc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,1.0257153839013406,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2730>
O=C(c1cccc2cn[nH]c12)N1CCC(Oc2ccc(Cl)cc2)CC1,0.7160033436347992,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb27a0>
O=C(c1cccc2cn[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,1.2247919564926817,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2810>
O=C(c1cccc2cn[nH]c12)N1CCC(OC2CCN(C3CC3)CC2)CC1,1.416640507338281,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2880>
O=C(c1cccc2[nH]ncc12)N1CCC(Oc2ccc(Cl)cc2)CC1,0.8162412999917831,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb28f0>
O=C(c1cccc2[nH]ncc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,1.0927206446840991,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb29d0>
O=C(c1ccc2[nH]ncc2c1)N1CCC(Oc2cncc(Cl)c2)CC1,1.2011238972073797,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2a40>
O=C(c1ccc2c(c1)CNC2)N1CCC(Oc2ccc(Cl)cc2)CC1,0.8762178405916422,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2b20>
O=C(c1cccc2nc[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,1.115943176939055,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2b90>
O=C(c1cccc2cc[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,1.0025979807199086,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2c70>
O=C(c1cccc2cc[nH]c12)N1CCC(OC2CCN(C3CC3)CC2)CC1,1.36679638328673,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2ce0>
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1Cl,1.186673867499745,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2d50>
CN1CCC[C@@H](Cn2ccc3c([nH]c4cc(F)ccc43)c2=O)C1=O,1.6766936096248666,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2dc0>
Cn1c2cc(O)ncc2c2ccn(CCCN3CCCCC3)c(=O)c21,0.1398790864012364,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2ea0>
O=c1c2[nH]c3cc(F)ccc3c2ccn1CCC1CCN1,0.964259630196849,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2f80>
CN(c1cccc(-c2cccc(S(C)(=O)=O)c2)n1)c1ccn(CC(N)=O)n1,1.395675785269936,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb2ff0>
N#CCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,1.4029488293444048,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3060>
O=C1NCCSc2c1sc1ccc(OC3CNC3)cc21,0.651278013998144,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb30d0>
C[C@@H](CN(C)C)NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,0.4955443375464484,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3140>
COC[C@@H](C)NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)n2)n1,1.4931791206825151,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb31b0>
NC(=O)Cc1cccc(Nc2cccc(-c3cnsc3)n2)n1,1.414973347970818,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3220>
CN1CCC(Cn2nccc2N(C)c2cccc(-c3cccnc3)n2)CC1,1.1945143418824673,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3300>
CN1CCC(Cn2nccc2Nc2cccc(-c3cccnc3)n2)CC1,0.320146286111054,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3370>
CN(c1cccc(-c2cccnc2)n1)c1ccnn1CC1CCNCC1,-0.0268721464003013,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb33e0>
NC(=O)Cc1cc(Nc2nccc(-c3cccnc3)n2)ccn1,0.7611758131557314,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb34c0>
Fc1cccc(-c2cccc(Nc3ccc(CN4CCCCC4)cc3)n2)c1,-0.2218487496163563,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb35a0>
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)c2)c1,0.2528530309798932,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3610>
CC(=O)Nc1cccc(Nc2nccc(-c3cccnc3)n2)n1,1.5356738034257502,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3680>
CN1CCN(Cc2ccc(Nc3cccc(-c4cccc(F)c4)n3)cc2)CC1,-0.0604807473813814,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb37d0>
CN1CCN(Cc2ccc(Nc3cc(-c4cccc(F)c4)ccn3)cc2)CC1,0.021189299069938,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3840>
c1cnc2ccc(-c3ccc(CCN4CCC4)cc3)cc2c1,1.4065401804339552,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb38b0>
c1cnc2cc(-c3ccc(CCN4CCC4)cc3)ccc2c1,1.1351326513767748,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3920>
O=C(c1n[nH]c2cccnc12)N1CCN([C@H](c2cncc(Cl)c2)C(F)(F)F)CC1,0.6739419986340878,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3990>
O=C(c1n[nH]c2cccnc12)N1CCN([C@@H](c2cncc(Cl)c2)C(F)(F)F)CC1,0.8836614351536176,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3a00>
O=c1cc(-c2ccccc2)nc(NCc2cncc(Cl)c2)[nH]1,0.651278013998144,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3a70>
O=c1nc(-c2ccccc2)cc(NCc2cncc(Cl)c2)[nH]1,-0.1674910872937636,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3ae0>
O=C(c1cc(-c2ccccc2F)[nH]n1)N1CCC(n2cnc3cc(Cl)ccc32)CC1,0.424881636631067,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3b50>
Cc1[nH]nc(C(=O)N2CCC(n3cnc4cc(Cl)ccc43)CC2)c1C(F)(F)F,0.0530784434834196,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3bc0>
O=C(c1cccc2ccc(=O)[nH]c12)N1CCC(Oc2ccc(Cl)cc2)CC1,1.0944711286416449,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3c30>
O=C(c1cccc2ccc(=O)[nH]c12)N1CCC(Oc2cncc(Cl)c2)CC1,1.2362852774480284,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3ca0>
O=C(c1n[nH]c2ccc(-c3ncccn3)cc12)N1CCC(Oc2cncc(Cl)c2)CC1,0.4842998393467858,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3d80>
O=C(c1n[nH]c2cc(-c3ncccn3)ccc12)N1CCC(Oc2ccc(Cl)cc2)CC1,-1.6989700043360187,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3e60>
O=C(c1n[nH]c2cc(-c3ncccn3)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,0.7767011839884109,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb3ed0>
COc1cncc(OC2CCN(C(=O)c3cc(-c4ccccc4OC)[nH]n3)CC2)c1,0.859738566197147,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4040>
COc1cncc(OC2CCN(C(=O)c3cc(-c4ccc(F)cc4OC)[nH]n3)CC2)c1,0.8615344108590378,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb40b0>
COc1cncc(OC2CCN(C(=O)c3n[nH]c4ccccc34)CC2)c1,1.3057811512549822,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4120>
COc1cncc(OC2CCN(C(=O)c3n[nH]c4cccnc34)CC2)c1,0.2810333672477275,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4190>
CN1CCC[C@H](Cn2ccc3c([nH]c4cc(F)ccc43)c2=O)C1=O,1.6162654052817085,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4270>
O=C1NCCSc2c1sc1ccc(OCC3CNC3)cc21,-0.3279021420642826,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4430>
NC(=O)Cn1cnc(Nc2cccc(-c3cccnc3)n2)c1,-0.2006594505464183,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb44a0>
NC(=O)Cc1cccc(Nc2cccc(-c3ccns3)n2)n1,1.3575537197430816,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4510>
NC(=O)Cc1cccc(Nc2cccc(-c3cccnc3)c2F)n1,1.137670537236755,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4580>
NC(=O)CCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,0.6748611407378116,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb45f0>
CNC(=O)Cc1cc(Nc2nccc(-c3cccnc3)n2)ccn1,0.1583624920952496,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb46d0>
CNC(=O)Cc1cccc(Nc2nccc(-c3cccnc3)n2)n1,1.098989639401177,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4740>
NC(=O)Cc1cccc(Nc2nccc(-c3cccc(F)c3)n2)c1,1.0417873189717517,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb47b0>
NC(=O)Cc1cccc(Nc2ccn(-c3ccccn3)n2)c1,1.1498346967157849,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4890>
NC(=O)Cc1cccc(Nc2ccn(-c3ccccn3)n2)n1,1.1631613749770184,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4900>
c1ncc2cc(-c3ccc(CCN4CCC4)cc3)ccc2n1,1.453624073591451,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4a50>
CNC(=O)Cc1cccc(N(C)c2nccc(-c3cccnc3)n2)c1,1.2586372827240764,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4b30>
CNC(=O)Cc1cccc(Nc2nccc(-c3cccnc3)n2)c1,1.0236639181977936,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4ba0>
COc1cccnc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)n[nH]1,1.1332194567324942,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4c10>
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)n[nH]2)nc1,1.1815577738627865,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4c80>
COc1ccccc1-c1cc(C(=O)N2CCC(n3cnc4cc(Cl)ccc43)CC2)n[nH]1,0.2833012287035495,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4cf0>
Cn1cnc2ccc(OC3CCN(C(=O)c4n[nH]c5cccnc45)CC3)cc21,-0.6382721639824072,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4d60>
Cc1[nH]nc(C(=O)N2CCC(Oc3ccc4ncn(C)c4c3)CC2)c1C(F)(F)F,0.1958996524092337,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4dd0>
Cc1[nH]nc(C(=O)N2CCC(Oc3ccc4ncn(C)c4c3)CC2)c1Cl,0.2405492482825997,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4e40>
O=C(c1ccc2ccc(=O)[nH]c2c1)N1CCC(Oc2ccc(Cl)cc2)CC1,1.0948203803548,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4eb0>
O=C(c1ccc2ccc(=O)[nH]c2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,0.367355921026019,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4f20>
O=C(c1ccc2ccc(=O)[nH]c2c1)N1CCC(Oc2cncc(Cl)c2)CC1,0.7730546933642626,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb4f90>
c1cnc2c(-c3ccc(OC4CCN(C5CC5)CC4)cc3)n[nH]c2c1,1.2060158767633449,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5000>
O=C(c1[nH]ncc1-c1ccc2ncccc2c1)N1CCC(OC2CCN(C3CC3)CC2)CC1,0.2741578492636798,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5070>
COc1cncc(OC2CCN(C(=O)c3n[nH]c(C)c3Cl)CC2)c1,1.1038037209559568,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5150>
Clc1cncc(CNc2cc(-c3ccccc3)nc(N3CCOCC3)n2)c1,0.2764618041732441,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5230>
COCC1CN(Cc2ccc(N3CCN(C(=O)c4cn(C)c5ccccc45)C[C@H]3C)cn2)C1,0.617000341120899,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5310>
O=C(NCCCN1CCCCC1)c1ccnc2c1[nH]c1cc(Cl)ncc12,0.9454685851318196,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5380>
CCOc1cc2c(cn1)c1ccn(CCCN3CCCCC3)c(=O)c1n2C,1.2035767749779729,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb53f0>
Cn1cc(Cn2ccc3c4ccc(Cl)cc4n(C)c3c2=O)ccc1=O,1.330210784571528,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5460>
O=C1NCCSc2c1sc1ccc(OCCN3CCCCC3)cc21,1.5086643630529426,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb54d0>
CN1CCN(CCCOc2ccc3sc4c(c3c2)SCCNC4=O)CC1,1.2240148113728642,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5540>
c1cc2ccc(-c3ccc(OCCNC4CC4)cc3)cc2cn1,0.8488047010518037,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb55b0>
c1cncc(-c2cccc(Nc3cccc(C4CCNCC4)n3)n2)c1,0.3404441148401183,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5620>
NC(=O)Cc1cccc(Nc2nccc(-c3cccc(F)c3)n2)n1,0.1613680022349748,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5690>
O=C1CCCCN1CCOc1ccc(-c2ccc3ccncc3c2)cc1,0.9903388547876014,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5700>
NC(=O)Cc1ccc(Nc2ccn(-c3ccccn3)n2)nc1,0.9708116108725178,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5770>
NC(=O)Cc1ccc(Nc2ccn(-c3ccccn3)n2)cc1,1.3283796034387378,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb57e0>
Fc1cccc(-c2ccnc(Nc3ccc(CN4CCN(C5CC5)CC4)cc3)n2)c1,0.5065050324048721,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5850>
CN1CCN(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)CC1=O,1.04296907339318,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb58c0>
CN1CCN(Cc2ccc(Nc3nccc(-c4cccc(F)c4)n3)cc2)C(=O)C1,1.1829849670035817,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5930>
Fc1cccc(-c2ccnc(Nc3ccc(CCN4CCC4)cc3)n2)c1,0.9532763366673044,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5a10>
Fc1cccc(-c2ccnc(Nc3ccc(CCN4CCC4)cc3)c2)c1,0.3579348470004537,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5a80>
CNC(=O)Cc1cccc(N(C)c2cc(-c3cccnc3)ccn2)n1,1.3951515915045425,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5af0>
CN(c1cc(-c2cccnc2)ccn1)c1cccc(CC(N)=O)n1,1.4109458586877746,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5b60>
c1cc2ccc(-c3cnn(CCC4CNC4)c3)cc2cn1,0.0606978403536116,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5bd0>
c1cc2ccc(-c3cnn(CCN4CCC4)c3)cc2cn1,1.426836453803508,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5c40>
Nc1cc(OCCN2CCCCC2)ccc1-c1cc(-c2ccncc2)ccn1,1.2284003587030048,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5cb0>
O=C(c1n[nH]c2ccccc12)N1CCC(O[C@H]2CN3CCC2CC3)CC1,0.1760912590556812,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5d20>
Cc1ccc(COc2cc(-c3ccccc3)[nH]c(=O)c2)cc1,0.0969100130080564,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5d90>
COc1cncnc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)n[nH]1,0.9973863843973132,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5e00>
O=C(c1n[nH]c2cnc(-c3ccccn3)cc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,0.5910646070264992,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5e70>
O=C(c1n[nH]c2cc(-c3ccccn3)cnc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,0.3926969532596658,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5ee0>
Cn1cnc2ccc(OC3CCN(C(=O)c4cc(-c5ccccc5F)[nH]n4)CC3)cc21,0.8864907251724818,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5f50>
Oc1cc(C2CCN(C3CC3)CC2)ccc1-c1n[nH]c2cccnc12,0.865103974641128,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb5fc0>
O=C(c1n[nH]c2ccccc12)N1[C@@H]2CC[C@H]1C[C@H](OC1CCN(C3CC3)CC1)C2,1.3380578754197563,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6030>
COc1ccccc1-c1cc(C(=O)N2[C@@H]3CC[C@H]2C[C@H](OC2CCN(C4CC4)CC2)C3)n[nH]1,1.2195845262142546,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb60a0>
COc1ccc(Nc2cncc(N(CCc3ccncc3)C3CC3)n2)cc1,0.5224442335063199,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6110>
COc1ccc(Oc2nccc(N(CCc3ccncc3)C3CC3)n2)cc1,1.2224563366792467,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6180>
CCc1cncc(OC2CCN(C(=O)c3n[nH]c4cccnc34)CC2)c1,0.414973347970818,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb61f0>
O=C(c1n[nH]c2cccnc12)N1CC[C@@H](Oc2cncc(Cl)c2)C1,0.7160033436347992,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6260>
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(N2CCOCC2)CC1,0.1105897102992489,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6340>
O=C(NCCCN1CCCCC1)c1ccnc2c1[nH]c1cc(Cl)ccc12,1.3312247810207325,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb63b0>
COc1ccc2c([nH]c3c(=O)n(CCCN4CCCCC4)ccc32)c1C(F)(F)F,1.3533390953113047,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6420>
Cn1c2ccc(OCCn3cc(C#N)c(Cl)n3)cc2c2ccn(CCCN3CCCCC3)c(=O)c21,1.0232524596337116,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6490>
Nc1nc(OCCN2CCCCC2)ccc1-c1ncccn1,1.5459253293558428,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6500>
O=C(O)c1ccnc2c1[nH]c1cc(Cl)ncc12,-0.958607314841775,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6570>
COc1ccc(N2CCC(OC3CC3)CC2)cc1-c1n[nH]c2cccnc12,1.609060549930087,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb65e0>
O=C(c1n[nH]c2ccc(=O)[nH]c12)N1CCC(Oc2ccc(Cl)cc2)CC1,1.1789769472931697,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6650>
O=C(c1n[nH]c2ccc(Cl)nc12)N1CCC(Oc2ccc(Cl)cc2)CC1,0.1003705451175629,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb66c0>
O=C(c1n[nH]c2cncnc12)N1CCC(OC2CCN(C3CC3)CC2)CC1,0.0718820073061253,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6730>
COc1cc(OC2CCN(C3CC3)CC2)ccc1-c1n[nH]c2cccnc12,1.4574276929464844,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb67a0>
O=C(c1n[nH]c2ccccc12)N1[C@@H]2CC[C@H]1C[C@@H](OC1CCN(C3CC3)CC1)C2,1.4173055832445256,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6810>
COc1ccccc1-c1cc(C(=O)N2[C@@H]3CC[C@H]2C[C@@H](OC2CCN(C4CC4)CC2)C3)n[nH]1,1.260071387985075,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6880>
COc1ccc(N(C)c2nccc(NCCc3ccncc3)n2)cc1,1.3778524190067545,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb68f0>
C=Cc1cncc(OC2CCN(C(=O)c3n[nH]c4cccnc34)CC2)c1,0.4082399653118496,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6960>
O=C(c1n[nH]c2cccnc12)N1CCC(Oc2cncc(C3CC3)c2)CC1,0.4099331233312945,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb69d0>
COc1cncc(C2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)c1,1.0748164406451748,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6a40>
c1nc2ccc(-c3c[nH]nc3CN3CCC(N4CCOCC4)CC3)cc2s1,1.129045059887958,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6ab0>
CCc1cncc(C2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)n1,1.3621053192937729,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6b20>
O=C(c1n[nH]cc1C#Cc1ccccn1)N1CCC(OC2CCN(C3CC3)CC2)CC1,0.5751878449276611,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6b90>
O=C(c1n[nH]cc1C#Cc1cncnc1)N1CCC(Oc2ccc(Cl)cc2)CC1,0.888179493918325,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6c00>
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCN(Cc3ccc(Cl)c(F)c3)CC2)[nH]n1,0.2600713879850748,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6c70>
Cn1cc(C#Cc2cncs2)c(C(=O)N2CCN(Cc3cncc(Cl)c3)CC2)n1,1.275080898456859,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6ce0>
CNc1cc(OC)ncc1-c1cc(C(=O)N2CCN(Cc3cncc(Cl)c3)CC2)on1,1.0207754881935578,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6d50>
NC(=O)Cc1cccc(Nc2cncc(-c3cccnc3)n2)n1,0.2600713879850748,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6dc0>
NC(=O)C(F)(F)c1cccc(Nc2nccc(-c3cccnc3)n2)c1,1.365862215402555,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6e30>
Nc1ccc(OCCN2CCCCC2)cc1-c1cc(-c2cccnc2)ccn1,1.373279893277496,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6ea0>
c1ncc2cc(-c3cnn(CCN4CCC4)c3)ccc2n1,1.3951515915045425,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6f10>
c1ccc(-n2ccc(Nc3ccc(CCN4CCC4)cc3)n2)nc1,1.1972805581256194,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6f80>
c1ccc(-n2ccc(Nc3ccc(CCCCN4CCCC4)cc3)n2)nc1,0.8948696567452525,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb6ff0>
CN(c1cccc(CC(N)=O)n1)c1nccc(-c2cccc(F)c2)n1,1.389343311252078,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb7060>
CNC(=O)Cc1cccc(Nc2cccc(-c3cccc(F)c3)n2)n1,1.0064660422492318,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb70d0>
FC1(F)CCN(Cc2ccc(Nc3cccc(-c4cccnc4)n3)nc2)CC1,0.8518696007297664,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb7140>
c1cncc(-c2cccc(Nc3ccc(CN4CCCCC4)cn3)n2)c1,1.2511513431753545,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb71b0>
O=C1CCCCN1Cc1ccc(Nc2nccc(-c3cccc(F)c3)n2)cc1,0.5998830720736879,<rdkit.Chem.rdchem.Mol object at 0x7fb386cb7220>
