smiles,pKa,pKaAcidic_train_test,scaffold
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1Cc1ccc(F)cc1,10.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e4c10>
COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OCC(C)(C)C)Oc2cccc3ccccc23)[C@@H](O)[C@@]1(C)O,10.23,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e4c80>
CCC[C@H](C)OC(=O)[C@H](C)N[P@](=O)(OC[C@H]1OC[C@@H](n2ccc(N)nc2=O)O1)Oc1ccc(Br)cc1,10.24,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e4e40>
CCN1CCC[C@@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,10.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e4f20>
CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,10.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e4f90>
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1C,10.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5000>
C[C@]1(c2nc3c(C(N)=O)cccc3[nH]2)CCCN1,10.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5070>
CNc1nc(N)nc2c1ncn2[C@@H]1O[C@H](COP(=O)(N[C@@H](C)C(=O)OC(C)C)Oc2ccccc2)[C@@H](O)[C@@]1(C)F,10.24,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5150>
CCCCCCCCCCCCS[C@H](C(=O)Nc1cc(C)c(O)c(C)c1C)c1ccccc1,10.25,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e51c0>
O=C(CN1CCCC1=O)NNC(=O)CN1CCCC1=O,10.25,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e52a0>
COc1ccc(S(N)(=O)=O)cc1C(=O)NCC1CCCN1CC1CC1,10.25,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5310>
CCCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,10.25,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5380>
O=C1c2c(O)c(=O)ccn2N([C@@H]2c3ccccc3SCc3c2ccc(F)c3F)[C@@H]2COCCN12,10.25,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e53f0>
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5,10.26,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e54d0>
O=C(CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13)c1ccccc1,10.26,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5540>
Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,10.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e55b0>
Cn1cnc2c(F)c(Nc3ccc(Br)cc3F)c(C(=O)NOCCO)cc21,10.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5620>
C=CC(=O)N1C[C@H](COc2nc(Nc3cnn(C)c3)nc3[nH]cc(Cl)c23)[C@@H](OC)C1,10.26,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5690>
COP(=S)(OC)Oc1ccc(S(N)(=O)=O)cc1,10.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5700>
CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@](C)(O)CC[C@H]3[C@H]1C5,10.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5770>
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1,10.27,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e57e0>
CCC(c1ccc(O)c(C)c1)C(CC)c1ccc(O)c(C)c1,10.28,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5850>
Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1,10.28,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e58c0>
CC(C)(C)CC(C)(C)c1ccc(O)c(Cc2ccc(Cl)cc2Cl)c1,10.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5930>
OC[C@H]1O[C@@H](O[C@@H]2[C@@H](CO)O[C@](O)(CO)[C@H]2O)[C@H](O)[C@@H](O)[C@H]1O,10.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5a10>
OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O,10.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5a80>
CN1CC[C@]2(C)c3cc(O)ccc3C[C@H]1C2(C)CCC(=O)CCC1CCCC1,10.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5af0>
CCCN1CCC[C@@H](c2cccc(O)c2)C1,10.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5b60>
CN(C)C[C@@H]1CCCC[C@H]1c1cccc(O)c1,10.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5bd0>
CCCCCC(=O)CCC1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C,10.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5cb0>
CC(C)CCC(=O)CCC1(C)[C@@H]2Cc3ccc(O)cc3[C@@]1(C)CCN2C,10.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5d20>
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4ccc5nn(C)c(C(C)C)c5c4)n3)nc2)CC1,10.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5d90>
C[C@]12CCCN1CC1=NNC(=O)c3cc(F)cc4[nH]c2c1c34,10.28,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5e00>
CC(C)(Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1)Sc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,10.29,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5e70>
COc1cc2c(cc1O)CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12,10.29,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5ee0>
CN(C(=O)/C=C/c1ccoc1)[C@@H]1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,10.29,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5f50>
CC(C)[C@@]1(C(=O)N[C@H]2CC(=O)O[C@]2(O)CF)CC(c2nccc3ccccc23)=NO1,10.29,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e5fc0>
O=C1c2ccccc2C(=O)N1[C@@H]1CC[C@@]2(O)C3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)C1O5,10.29,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6030>
CCS(=O)(=O)[O-].OC1(c2ccc(Cl)cc2)NC=N[n+]2ccc3ccccc3c21,10.3,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6110>
OC1(c2ccc(Cl)cc2)NC=N[n+]2ccc3ccccc3c21,10.3,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6180>
C[C@@H](CN1CC[C@@]2(C)c3cccc(O)c3C[C@@H]1C2(C)C)OCc1ccccc1,10.3,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6260>
NC1=N[C@H](O)[C@H]2[C@H]3O[C@]4(O)O[C@@H]([C@@H](O)[C@@]2(N1)[C@@H]4O)[C@]3(O)CO,10.3,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e62d0>
O=c1cc(NCCCN[C@@H]2CCOc3c(Br)cc(Br)cc32)[nH]c2ccsc12,10.3,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6340>
CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,10.31,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e63b0>
C[C@@H]1Cc2cc(O)ccc2[C@H]2CC[C@]3(C)C(=O)CC[C@H]3[C@H]12,10.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6420>
C[C@@]12OC(=O)[C@]1([C@@H](O)[C@@H]1C=CCCC1)NC(=O)[C@@H]2CCCl,10.32,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6500>
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](O)[C@@H]2O,10.33,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6570>
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O,10.33,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e65e0>
CCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,10.33,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6650>
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1[C@@H](O)[C@@H](O)[C@@H]2O,10.33,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e66c0>
C#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,10.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6810>
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,10.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6880>
CCCCCCC(=O)O[C@H]1CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@]12C,10.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6960>
CN(C)c1ccc(O)cc1,10.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e69d0>
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@H]2O,10.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6a40>
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H](F)[C@@H]2O,10.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6ab0>
C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1C[C@@H]([18F])[C@@H]2O,10.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6b20>
Cc1cnc(NC(=O)Nc2cc(Br)c(C)cc2OC[C@@H]2CNCCO2)cn1,10.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6b90>
CC#C[C@]1(O)CC[C@H]2[C@@H]3CCc4cc(O)ccc4[C@H]3CC[C@@]21C,10.33,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6c00>
CCN(CC)Cc1ccc(OCC[C@H]2CCC3C4C(CC[C@@]32C)c2ccc(O)cc2C[C@H]4C)c(OC)c1,10.34,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6c70>
CCC1C(=O)NC(=O)C1(C)c1ccccc1,10.34,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6d50>
Cc1ccccc1N1CCN(C2CCc3cc(O)ccc3C2)CC1,10.34,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6dc0>
CCS(=O)(=O)Nc1ccc(Oc2ccc(F)cc2F)c(-c2cn(C)c(=O)c3[nH]ccc23)c1,10.34,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6ea0>
Oc1ccc2c(c1)C(Cc1c[nH]cn1)CC2,10.35,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6f10>
COc1cc2ncnc(Nc3ccc(O)cc3)c2cc1OC,10.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6f80>
COC(=O)[C@H](CCCNC(=N)N)NS(=O)(=O)c1ccc(C)cc1,10.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e6ff0>
C=C1CC[C@@]2(O)[C@H]3Cc4ccc(O)c5c4[C@@]2(CCN3CC2CC2)[C@H]1O5,10.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7060>
C[N+]1(C)[C@@H]2CC(OC(=O)C(O)(c3cccs3)c3cccs3)C[C@H]1[C@@H]1O[C@@H]12,10.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7140>
CSc1ccc(Oc2ccc(S(N)(=O)=O)cc2CN(C)C)cc1,10.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e71b0>
CO[C@]12C=C[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,10.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7290>
Fc1cc(F)c2c(c1)C[C@@H](n1c(CCNCc3ccccc3)c[nH]c1=S)CO2,10.35,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7300>
O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,10.36,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7370>
N/N=c1/cc2c(n[nH]1)CCN(C(=O)c1ccccc1)C2,10.36,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e73e0>
C[C@H](N)Cc1cccc(O)c1,10.36,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e74c0>
C=CCN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,10.36,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7530>
Cc1nc(Nc2n[nH]c3c2CN(C(=O)N[C@H](CN(C)C)c2ccccc2)C3(C)C)c2sccc2n1,10.36,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e75a0>
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2(C)C,10.38,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e76f0>
CC(C)(C)c1cc(/C=C2\SC(=N)NC2=O)cc(C(C)(C)C)c1O,10.38,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7760>
COC(=O)N1CCN(Cc2cccc(NC(=O)Nc3ccc(C)nc3)c2F)CC1,10.38,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e77d0>
CNC(=O)c1ccc(N2CCN(Cc3ccc4nc(C)c(=O)[nH]c4c3F)CC2)c(F)n1,10.38,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7840>
CCCCCc1ccc(C)cc1O,10.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e78b0>
Oc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@@]4(O)[C@@H](C2)N(CC2CCC2)CC[C@]314,10.39,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7920>
NCCc1ccc(O)cc1,10.41,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7a70>
O=C1N=C2SCCN2C(=O)C1Cc1ccc(Cl)cc1,10.41,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7bc0>
Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,10.41,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7d80>
C=CC(=O)N[C@@H]1CN(c2nc(Nc3cn(C)nc3OC)c3ncn(C)c3n2)C[C@H]1F,10.41,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7df0>
Cc1cc(C(=O)NNCc2ccccc2)no1,10.42,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7e60>
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C,10.42,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7ed0>
Cc1ccc(C(C)C)cc1O,10.42,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e7f40>
CO[C@]12CC[C@@]3(C[C@@H]1C(C)(C)O)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,10.42,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e80b0>
CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5,10.42,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8200>
CC(C)=CCN1CCC2(C)c3cc(O)ccc3CC1C2C.CC(O)C(=O)O,10.42,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8270>
C[C@@H]1CCCN1CCCOc1ccc(-c2ccc(=O)[nH]n2)cc1,10.43,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e83c0>
COC(=O)N/N=C/c1c[n+]([O-])c2ccccc2[n+]1[O-],10.43,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8430>
CN1CC(=O)NC1=N,10.45,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8510>
CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13,10.46,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8580>
Cc1cc2cc(Oc3ccnc(Nc4cccc(CS(=O)(=O)NCCN(C)C)c4)n3)ccc2[nH]1,10.46,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e85f0>
CN1CCC23CCCCC2C1Cc1ccc(O)cc13,10.46,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8660>
Cn1nnc2c(C(N)=O)ncn2c1=O,10.46,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e86d0>
Cc1nc(NCCCCCCc2ccccc2)nc(C)c1O,10.46,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e87b0>
NC(=O)c1ncn2c(=O)n(CCCl)nnc12,10.46,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8820>
CNC(=S)C1(c2ccccn2)CCCS1,10.46,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8890>
CNC(=S)C1(c2cccc(C)n2)CCCS1,10.46,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8900>
CN1CC[C@@]23CCCC[C@@H]2[C@@H]1Cc1ccc(O)cc13,10.46,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8970>
CC(C)N(C)[C@@H]1CC[C@H](N2CC[C@H](Nc3ncnc4ccc(C(F)(F)F)cc34)C2=O)[C@H](NS(C)(=O)=O)C1,10.46,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8a50>
CCC12CCN(CC3(O)CC3)C(Cc3ccc(O)cc31)C2(C)C,10.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8ac0>
Cc1c(O)cc2c(c1C)O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2,10.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8b30>
Oc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)NCC[C@@]341,10.47,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8ba0>
CCNC(=O)c1cc2c(-c3cc(C(C)(C)O)ccc3Oc3c(C)cc(F)cc3C)cn(C)c(=O)c2[nH]1,10.48,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8c80>
CNC(=O)NC(O)C(Cl)(Cl)Cl,10.48,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8cf0>
CCC1(CC)COC(=O)NC1=O,10.49,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8d60>
CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)c1ccc(F)c(Oc2ccccc2)c1,10.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8eb0>
O=C1NC(=O)/C(=C\c2ccccc2)C2=C1CCCC2,10.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8f20>
COc1ccc(NC(=O)Nc2ccc(F)cc2F)cc1-c1c(Br)cnn1C,10.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e8f90>
C=CCN1CCC[C@H]1CNC(=O)c1cc(S(=O)(=O)NC)c(N)cc1OC,10.49,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9000>
CCOC(=O)NP(=O)(N1CC1(C)C)N1CC1(C)C,10.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9070>
Cn1c(=O)c(F)c(Nc2ccc(I)cc2F)c2c(=O)n(C[C@@H](O)CO)cnc21,10.5,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e90e0>
C[C@@H]1CNS(=O)(=O)N(c2ccc3c(C#N)nccc3c2)C1,10.51,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9150>
C=C1C(=O)[C@]23C(O)[C@H]1CC[C@H]2[C@@]12CO[C@]3(O)[C@@H](O)[C@@H]1C(C)(C)CC[C@@H]2O,10.51,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e91c0>
CNC(=O)c1cc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)c(F)c2)ccn1,10.52,test,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9230>
CC[C@]12CCCN3CCc4c(n(c5ccccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,10.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e92a0>
O=C(NP(=O)(N1CC1)N1CC1)OCc1ccccc1,10.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9310>
Cc1nc(NC(=N)NS(=O)(=O)c2ccc(N)cc2)oc1C,10.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9380>
CC[C@]12CCCN3CCc4c(n(c5cc(Br)ccc45)[C@@](O)(C(=O)OC)C1)[C@@H]32,10.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e93f0>
CN(C[C@@H]1COCCO1)S(=O)(=O)Nc1ccc2ccc3ncc(-c4cnn(C)c4)cc3c(=O)c2c1,10.52,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9460>
N=C(N)NS(=O)(=O)c1ccc(N)cc1,10.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e94d0>
O=S1(=O)CCN(CN2CCS(=O)(=O)NC2)CN1,10.53,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e95b0>
CCOC(C)C(=O)C(O)O,10.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9620>
CC(=O)Nc1ccc(OC(=O)[C@@H]2CCC(=O)N2)cc1,10.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9690>
CC(C)(C)NCC(O)COc1ccc(O)c2c1C1CCC2CC1,10.54,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9700>
CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,10.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e97e0>
NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,10.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9850>
Cc1ccc2oc(N[C@@H](CC3CCCCC3)c3ccccn3)nc2c1,10.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e98c0>
Cc1nnc(-c2cc(C(=O)N3CCC(c4ccc(C#N)cc4)CC3)c(C)cc2C2CCC2)[nH]1,10.55,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9930>
Cc1c(NC(=O)c2cccnc2)c(=O)n(-c2ccccc2)n1C,10.56,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e99a0>
CC(C)NC(=O)c1no[n+]([O-])c1C(=O)NC(C)C,10.56,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9a10>
COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,10.56,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9a80>
COc1ccc(-n2c(C)c[nH]c2=O)cc1,10.58,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9af0>
C[C@@H]1CN(c2ccc(F)cc2C(F)(F)F)CCN1S(=O)(=O)c1cccc([C@@](C)(O)C(F)(F)F)c1,10.58,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9b60>
CCNCCc1ccc(CN(CC)c2cc(OC)ccc2[C@@H]2CCc3cc(O)ccc3C2)cc1,10.58,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9bd0>
Fc1cc(-c2cccc(-c3nc[nH]n3)c2)cc(F)c1CNC1Cc2ccccc2C1,10.58,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9c40>
Cc1ccc(C(C)C)c(O)c1,10.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9cb0>
Cc1c(C(=O)NCCO)[n+]([O-])c2ccccc2[n+]1[O-],10.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9d20>
CS(=O)(=O)Nc1ccc(OC[C@@H](O)CNCCOc2ccc(-n3ccnc3)cc2)cc1,10.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9d90>
COc1c(O)c(C)c(CCCCCCCCCC[P+](c2ccccc2)(c2ccccc2)c2ccccc2)c(O)c1OC,10.59,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9e00>
Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,10.6,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9ee0>
N#CNc1nncs1,10.6,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9f50>
CCOC(=O)C[C@H](NC(=O)CN1C(=O)N[C@@](C)(c2ccc(C(=N)N)cc2)C1=O)c1ccccc1,10.6,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48e9fc0>
Cc1c(C(=O)NCCC#N)[n+]([O-])c2ccccc2[n+]1[O-],10.6,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea030>
NS(=O)(=O)c1ccc(-n2nc(C(F)(F)F)cc2-c2ccc(F)cc2)cc1,10.6,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea110>
O=C1Nc2ccc(Cl)cc2C(c2ccccc2Cl)=NC1O,10.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea180>
O=C1Nc2ccc(Cl)cc2C(c2ccccc2)=NC1O,10.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea1f0>
COc1ccc(C2(c3ccc(OC)cc3)NC(=O)N(CCN3CCCCC3)C2=O)cc1,10.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea260>
COc1cc(OC)cc(N2CCN(C(=O)Nc3nc4cc(F)ccc4nc3OC)CC2)c1,10.61,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea2d0>
CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1,10.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea340>
Cc1cc(OC[P@@]2(=O)OCC[C@@H](c3cccc(Cl)c3)O2)cc(C)c1Cc1ccc(O)c(C(C)C)c1,10.62,train,<rdkit.Chem.rdchem.Mol object at 0x7fdcf48ea3b0>
