smiles,Fu_final,lgFu,Fu_train_test,scaffold
CN1CCN(CC1)CCOc1cc(OC2CCOCC2)c2c(c1)ncnc2Nc1c(Cl)ccc2c1OCO2,0.09,-1.045757491,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a7c30>
OCCON=C(c1ncc2n(c1Nc1ccc(cc1F)I)cnc2)O,0.09,-1.045757491,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a7ca0>
COc1ccc(cc1)N(C1CCN(CC1)[C@@H](CCN=C(c1c(C)cc(nc1C)C#N)O)C)Cc1cccc(n1)C#N,0.09,-1.045757491,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a7d10>
O=C(N1CCN(CC1)c1ccc(cc1)OC(F)(F)F)O[C@@H]1COc2n(C1)cc(n2)N(=O)=O,0.09,-1.045757491,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a7d80>
Cc1ccc(cc1)C1CCN(CC1)Cc1cc(C(=O)O)c(=O)n2c1cccc2,0.09,-1.045757491,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a7df0>
CCCC(OCCCCCCN1C[C@H](O)[C@H]([C@@H]([C@H]1CO)O)O)CCC,0.09,-1.045757491,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a7ed0>
CCC1=CC=CC(CC)=C1N,0.089617,-1.047609599,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8040>
COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,0.089166668,-1.049797464,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a80b0>
OC(=O)C1=CC=CC=C1C1=CC(C(=O)NCC2(O)CCCCCC2)=C(Cl)C=C1,0.089,-1.050609993,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8120>
CCOc1cc2[nH]cc(c(=Nc3ccc(cc3F)F)c2cc1N1CCC(CC1)O)C(=N)O,0.089,-1.050609993,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8190>
COC1C=CC2=NC=C(C#N)C(CCN3CCC(CC3)NCC3=CC4SCOC=4C=N3)=C2C=1,0.089,-1.050609993,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8200>
CCNC(=O)C1=CC2C(N1)=NC=C(C=2N1C=CC(=N1)C(F)(F)F)C1C=C(C=NC=1)C#N,0.089,-1.050609993,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8270>
C=CC(=Nc1cc(N=c2[nH]cc(c(n2)c2cn(c3c2cccc3)C)C#N)c(cc1N(CCN(C)C)C)OC)O,0.089,-1.050609993,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a82e0>
OC1C=C2OC(C(CC2=C(O)C=1)OC(=O)C1C=C(O)C(O)=C(O)C=1)C1C=C(O)C(O)=C(O)C=1,0.088000002,-1.055517318,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a83c0>
OC(=O)C[C@@H](c1cccnc1)N=C(Cn1c(C)ccc(c1=O)NCc1ccc2c(n1)NCCC2)O,0.088,-1.055517328,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8430>
O=C(N1CCC(CC1)n1c(=O)n(c2c1c1nc(ccc1nc2)c1ccc(nc1)C)C)[C@@H](O)C,0.088,-1.055517328,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a84a0>
O=C(NCC12CC3CC(C1)CC(C2)C3)C1C=C(CN2CCNCC2)C=CC=1Cl,0.0872,-1.059483515,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8510>
O=C(NCC12CC3CC(C1)CC(C2)C3)C1C=C(CC2CCNCC2)C=CC=1Cl,0.0872,-1.059483515,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8580>
COC1C=C(OC)C(=CC=1S(=O)(=O)NCC1=CC=CC=C1N1CCC(CC1)CC(O)=O)NC(=O)CCC(O)=O,0.0872,-1.059483515,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a85f0>
CCN(CCO)C(=O)C1OC2C=CC=NC=2C=1C1=CC(=CC=C1)C(F)(F)F,0.0872,-1.059483515,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8660>
CS(=O)(=O)C1=CC=CC=C1C(=O)NCC(O)CN1CCC(CC1)OC1C=CC(Cl)=C(Cl)C=1,0.0872,-1.059483515,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8740>
CN=C(N1CCN(CC1)Cc1ccnc(c1C)N=c1[nH]cc(s1)C#N)O,0.087,-1.060480747,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a87b0>
O[C@H]1CCCC[C@@H]1NC(=O)c1cc(CN2CCN(CC2)c2ncc3c(c2)cccc3)c2n(c1=O)cccc2,0.087,-1.060480747,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8820>
Fc1ccc(c(c1)F)[C@@H]1C[C@](C[C@H]1C(=O)N1CCC(CC1)c1cc(nn1c1cc(Cl)ccc1Cl)C)(C)N(C)C,0.087,-1.060480747,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8890>
Nc1nc(=O)c2c([nH]1)NCC(CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1)N2C=O,0.087,-1.060480747,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8900>
Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1,0.086666026,-1.062151119,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8970>
CC1N=C(NC(=O)NS(=O)(=O)C2C=CC=CC=2C(=O)OC)N=C(N=1)OC,0.086665834,-1.062152079,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a89e0>
O=C1N(C[C@H](N1C1CCN(CC1)Cc1ccc(nc1)Sc1ccc(cc1)C(=O)O)c1ccccc1)C1CCOCC1,0.086,-1.065501549,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8a50>
O=C([C@](c1ccccc1)(N1CCCCC1)C)O[C@H]1C[N+]2(CCCc3ccccc3)CCC1CC2,0.086,-1.065501549,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8ac0>
Clc1cc(ccc1c1ccc(cc1)N1CCOc2c(C1=O)c(N)ncn2)CN(S(=O)(=O)C)C,0.086,-1.065501549,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8b30>
Fc1ccc(nc1)NC(=O)c1cc(Oc2cncnc2)cc(n1)C,0.086,-1.065501549,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8ba0>
O=C(CCS(=O)(=O)C1C=CC(Br)=CC=1)NCC1=CC=CS1,0.0854,-1.068542129,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8c10>
COC(=O)N(C)c1c(N)nc(-c2nn(Cc3ccccc3F)c3ncccc23)nc1N,0.0854,-1.068542129,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8c80>
FC1C=C(C=C(F)C=1CN1CCOCC1)C1C=CC=C2N=CC(=NC=12)C1C=NN(C=1)C1CCNCC1,0.0854,-1.068542129,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8cf0>
CC1=CC(NC2=CN=CC(NC(C)C3N=CC(F)=CN=3)=N2)=NN1,0.0854,-1.068542129,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8d60>
CN1C(=O)N(CC(C)C)C2SC(CC3=CNC4=CC=CC=C34)=C(C=2C1=O)C(=O)N1CC(O)CC1,0.0854,-1.068542129,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8dd0>
COC1=CC2=C(C=C1)N=CC(=O)N2CCN1CCC(NCC2C=CC3OCC(=O)NC=3N=2)C(O)C1,0.085309788,-1.069001136,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8e40>
OCc1ccc(c(c1)N(c1ccnc(n1)Nc1cc(cc(c1)S(=O)(=O)C)N1CCOCC1)C)C,0.085,-1.070581074,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8eb0>
COc1nc(ccc1n1cnc(c1)C)c1nc2n(n1)CCC[C@H]2c1ccccc1C(F)(F)F,0.085,-1.070581074,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a8f90>
O=C([C@](c1ccccc1)(N1CCCCC1)C)O[C@H]1C[N+]2(CCC=C(C)C)CCC1CC2,0.085,-1.070581074,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9000>
ON=C([C@](S(=O)(=O)C)(CCn1nnc(c1)c1ccc(cc1F)OC)C)O,0.085,-1.070581074,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9070>
CCOC(=O)N1CCN(CC1)C(=O)[C@@H](N=C(c1cc(=N[C@H]2COCC2)[nH]c(n1)c1ccccc1)O)CCC(=O)O,0.085,-1.070581074,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a90e0>
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,0.084699469,-1.072119311,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a91c0>
CCOc1cc2[nH]cc(c(=Nc3ccc(cc3F)F)c2cc1N1CCOCC1)C(=N)O,0.084,-1.075720714,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9230>
CC1C=CC(=CC=1)S(=O)(=O)N1N=CC2=CC=CC=C2B1O,0.0836,-1.077793723,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a92a0>
ONC(=O)C1COC(=N1)C1C=CC(F)=C(C=1)C(F)(F)F,0.0836,-1.077793723,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9310>
CCCCC(CN1C=NC=N1)(C#N)C1C=CC(Cl)=CC=1,0.083381167,-1.078932033,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a93f0>
O=C1N(C[C@H](N1C1CCN(CC1)Cc1ccc(nc1)Oc1ccc(cc1)C(=O)O)c1ccccc1)C1CCOCC1,0.082,-1.086186148,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9460>
O[C@H]1CCCC[C@@H]1NC(=O)c1cc(CN2CCN(CC2)c2ncc3c(c2)scn3)c2n(c1=O)cccc2,0.082,-1.086186148,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9540>
C[C@H]1O[C@H](C)[C@@H]2N(C1)c1c(CC32C(=NC(=O)N=C3O)O)cc2c(c1F)onc2C,0.082,-1.086186148,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a95b0>
OCCOCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.0818,-1.087246696,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9620>
O=C1C2=CC=CC=C2C(C(=O)NCC2C=CC(=CC=2)OC(F)(F)F)N1CCC1N=CC=CN=1,0.0818,-1.087246696,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9690>
CCCCCCCCC,0.08128,-1.090016305,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9700>
O=c1[nH]c2ccccc2n1CCCN1CCC(n2c(=O)[nH]c3cc(Cl)ccc32)CC1,0.081,-1.091514981,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9770>
OC[C@@H](c1ccc(cn1)F)N=c1ccc2c([nH]1)n(cn2)c1[nH]nc(c1)OC(C)C,0.081,-1.091514981,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a97e0>
N#CC1(CC1)N=C([C@@H]1CCCC[C@H]1C(=O)N1CCN(C[C@H]1C)c1ccc(c(c1)OC)C1CC1)O,0.081,-1.091514981,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9850>
OCc1c(onc1C(=N[C@@H]1CCC[C@@H](C1)O)O)c1ccc(cc1)C(F)(F)F,0.081,-1.091514981,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a98c0>
CC[C@H](c1ccc(c(c1)Cl)OC)N=C(N1CCc2c(C1)nc(nc2)N[C@H](CO)C)O,0.081,-1.091514981,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9930>
Cc1ccc(-c2ncc(Cl)cc2-c2ccc(S(C)(=O)=O)cc2)cn1,0.080833333,-1.092409514,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a99a0>
CN1CC(C2=CC(O)=C(Cl)C=C2CC1)C1C=CC=CC=1,0.0801,-1.096367484,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9a10>
CC(NC)C(=O)NC(C(=O)N1CCCC1C(=O)NC1CCCC2=CC=CC=C21)C(C)(C)C,0.0801,-1.096367484,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9a80>
[O-][N+](=O)C1C=C(C=CC=1)C(=O)NC1=NC2=CC=CC=C2N1CCCO,0.0801,-1.096367484,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9af0>
CC1=NC2(N=C1N)C1C=C(C=CC=1CC12CCC(CC1)OC)C1=CN=CC(=C1)C#CC,0.0801,-1.096367484,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9b60>
Cc1ncc(C[n+]2csc(CCO)c2C)c(N)n1,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9cb0>
O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9d20>
CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9d90>
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9e00>
ClCCN(c1ccc(cc1)C(=O)N[C@H](C(=O)O)CCC(=O)O)CCCl,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9ee0>
COc1ccc(cn1)[C@@H](N1CCN(C1=O)CCCc1ccc2c(n1)N[C@@H](CC2)C)CC(=O)O,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9f50>
Fc1ccc(cc1)C[C@@H]1CCCN(C1)C[C@@H]1CCCC[C@H]1NC(=Nc1cccc(c1)c1nnnn1C)O,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1a9fc0>
CN=C(c1ccc(cc1F)Nc1nccc(n1)c1cnc(n1C(C)C)C)O,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa030>
COc1ccc(cc1)N(C1CCN(CC1)[C@@H](CCN=C(c1c(C)cc(nc1C)Cl)O)C)Cc1cnccc1C,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa110>
CN=c1[nH]oc2c1ccc(c2c1ccc2c(c1)cnnc2N1CCOC[C@@H]1C)C,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa180>
Fc1cc(cc(c1)c1ccnc(n1)Nc1ccc(cc1)n1cnc(n1)N1CCOCC1)N1CCOCC1,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa1f0>
Cc1cc([C@H](Nc2ccccc2C(=O)O)C)c2n(c1)c(=O)cc(n2)N1CCOCC1,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa260>
COc1c(cc(cc1NS(=O)(=O)C)C(C)(C)C)N=C(c1ccc(c(c1)N1NNC(=C1)C(=NCC(C)(C)C)O)C)O,0.08,-1.096910013,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa2d0>
COCCOc1ccc(cc1)N(C1CCN(CC1)[C@@H](CCN=C(c1c(C)cc(nc1C)C#N)O)C)Cc1cnccc1C,0.08,-1.096910013,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa340>
Fc1ccccc1c1ccc(cc1)N1CCOc2c(C1=O)c(N)ncn2,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa420>
CCN=C(Nc1nc2c(s1)n(C(C)C)c(=O)c(c2)c1cncc(c1)OC)O,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa490>
CCN=C(Nc1nc2c(s1)n(C(C)C)c(=O)c(c2)c1ccc(nc1)c1nnn(n1)C)O,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa500>
COc1cc(F)ccc1Cn1ccc2c3c(ncc21)C(=O)N(O)CC3,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa570>
OCCCNc1ccc2c(c1)nc(n1c2ncn1)c1ccc2c(c1)OCO2,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa5e0>
C[C@H]1[C@H](N=C(/C(=N\OC(C(=O)O)(C)C)/c2csc(=N)[nH]2)O)C(=O)N1C(=NS(=O)(=O)N1C[C@H](CC1=O)N=C(c1cc(=O)c(cn1O)O)O)O,0.08,-1.096910013,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa650>
CCCCCC(O)C=CC1C(CCCCCCC(O)=O)C(=O)CC1O,0.079999999,-1.096910018,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa6c0>
CNCCCC1c2ccccc2C=Cc2ccccc21,0.079999999,-1.096910018,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa730>
CCOC(=O)C1=C(N)SC2CN(CC3C=CC=CC=3)CCC=21,0.079999999,-1.096910018,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa7a0>
COC1C=CC(=CC=1CNC1CCCNC1C1C=CC=CC=1)OC(F)(F)F,0.079959,-1.097132646,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa810>
Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,0.079,-1.102372909,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa880>
CN1CCN(CC1)S(=O)(=O)C1C=CC(=CC=1)C1=CN=C(N)C(=N1)C(=O)NC1C=NC=CC=1CN1CCCC1,0.0784,-1.105683937,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa960>
CC(OC1C=C(C=NC=1N)C1=CN(N=C1)C1CCNCC1)C1=C(Cl)C=CC(F)=C1Cl,0.0784,-1.105683937,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aa9d0>
CCC(CC)C(CO)NS(=O)(=O)C1=CC=C(Cl)S1,0.0784,-1.105683937,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aaa40>
O=C1NC(=O)SC1=CC1C=CC=C(Cl)C=1N1CCNCC1,0.0784,-1.105683937,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aab90>
CN=c1[nH]cnc(n1)c1cccnc1Oc1ccc(c(c1)C(=Nc1cc(ccc1N(CCCN(C)C)C)C(F)(F)F)O)F,0.078,-1.107905397,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aac00>
CC(C)(C1C=CC(O)=CC=1)C1C=CC(O)=CC=1,0.077162251,-1.112595114,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aad50>
OC(=N)Nc1sc(cc1C(=N[C@H]1CCCNC1)O)c1ccccc1,0.077,-1.113509275,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aadc0>
Cc1ccn(n1)c1ccc(cc1)Cn1cc(C(=O)O)c(=O)c2c1cccc2F,0.077,-1.113509275,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aae30>
OC1(CCN(CCCC(=O)C2C=CC(F)=CC=2)CC1)C1C=CC=C(C=1)C(F)(F)F,0.0768,-1.11463878,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aaf10>
NC1=NC(=NC(N)=C1N1CCOCC1)C1=NN(CC2=CC=CC=C2F)C2N=CC=CC=21,0.0768,-1.11463878,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aaff0>
O=C(NC1CC1)C1C=C(ON=1)C1=CC=CS1,0.0768,-1.11463878,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab0d0>
CCCNC(=O)C1=CC2C(N1)=NC=C(C1=CC(=CN=C1)C(O)=O)C=2N1C=CC(=N1)C(F)(F)F,0.0768,-1.11463878,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab140>
CCCOC(=O)C1C=CC(O)=CC=1,0.076393021,-1.116946315,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab1b0>
O=C(N(C1CCN(CC1)Cc1ccc(cc1)C(F)(F)F)C)Cc1ccc(cc1)n1cnnn1,0.076,-1.119186408,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab220>
Fc1ccc(c(c1)F)[C@@H]1C[C@](C[C@H]1C(=O)N1CCC(CC1)c1nc(nn1c1ccc(c(c1)C)Cl)C)(C)N,0.076,-1.119186408,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab290>
CC[C@@H](C(=O)N1CCC(CC1)N=C(Nc1ccc(cc1)OC(F)(F)F)O)C,0.076,-1.119186408,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab300>
CO[C@H]1CN(CC[C@H]1N=C(c1[nH]c(c(c1Cl)Cl)C)O)c1sc(c(n1)C(=NCCN1CCCC1=O)O)C(=O)O,0.076,-1.119186408,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab370>
O=S(=O)(C1=CC=CC=C1)C1C=CC(=C(C=1)S(=O)(=O)NC1CCNCC1)C(F)(F)F,0.0752,-1.123782159,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab450>
CC(=O)NC1=CC2=C(C=C1)OCCN2C1C=C(NC2CC2)N2N=CC(C#N)=C2N=1,0.0752,-1.123782159,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab530>
COC1C=C(C=CC=1C1C(C(N)=O)C(C)=NC2C1=C(N=CC=2C)OCC)C#N,0.0752,-1.123782159,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab5a0>
O=C(NC1C=CC=CC=1)C1C=CC=CC=1I,0.07513307,-1.124168865,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab610>
CCCOC(C(=O)OC1CCN(C)CC1)(c1ccccc1)c1ccccc1,0.075,-1.124938737,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab6f0>
Cc1ccc(-c2nc3ccc(C)cn3c2CC(=O)N(C)C)cc1,0.075,-1.124938737,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab760>
C[C@@H](C(C)(C)C)N=C(c1c(C)nn(c1NS(=O)(=O)c1ccc(cc1)C1CC1)C1CCOCC1)O,0.075,-1.124938737,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab7d0>
C=CC(=Nc1cc(Nc2nccc(n2)c2c[nH]c3c2cccc3)c(cc1N(CCN(C)C)C)OC)O,0.075,-1.124938737,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab840>
C=CC(=Nc1cc(Nc2ncc(c(n2)c2cn(c3c2cccc3)C)C)c(cc1N(CCN(C)C)C)OC)O,0.075,-1.124938737,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab920>
OC(=N[C@@H]1CCN(CC21OCCO2)c1ncc(s1)C(=O)O)c1[nH]c(c(c1Cl)Cl)C,0.075,-1.124938737,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ab990>
CN(C)CCC=C1c2ccccc2C=Cc2ccccc21,0.074081037,-1.130292948,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1aba70>
CCOC(=O)C(CC(=O)OCC)SP(=S)(OC)OC,0.07375,-1.132237975,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1abae0>
COc1ccc(Cc2nccc3cc(OC)c(OC)cc23)cc1OC,0.073,-1.13667714,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1abb50>
CCOc1cc2[nH]cc(c(=Nc3cc(F)ccc3F)c2cc1N1CCN(CC1)C)C(=N)O,0.073,-1.13667714,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1abbc0>
CC1C=C(O)C=CC=1Cl,0.0723,-1.140861703,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1abc30>
CC(C)N1C=NC2C1=NC(NC(CO)CC)=NC=2NCC1C=CC=CC=1,0.072,-1.142667504,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1abca0>
CC(=O)C1=CC2C=CC(=CC=2OC1=O)N(CC)CC,0.072,-1.142667504,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1abd10>
OC(=O)CNCCNC1C=CC(Cl)=C(C=1)C(=O)NCC12CC3CC(C1)CC(C2)C3,0.072,-1.142667504,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1abd80>
O=C1COC2C=CC(Cl)=CC=2N1CCN1CCC(CC1)NCC1C=CC2OCC(=O)NC=2N=1,0.072,-1.142667504,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1abdf0>
ON=C([C@](S(=O)(=O)C)(CCc1onc(c1)c1ccc(cc1F)OC)C)O,0.072,-1.142667504,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1abe60>
CC(C)(O)C1C=CC(=CC=1)NC1NC2C=C(C=CC=2N=1)C#N,0.072,-1.142667504,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1abed0>
CC12CCC(O)CC1CCC1C2CCC2(C)C(CCC21O)C1COC(=O)C=1,0.0715,-1.145693958,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ac040>
CO[C@H]1CN(CC[C@H]1N=C(c1[nH]c(c(c1Cl)Cl)C)O)c1ncc(s1)C(=O)O,0.071,-1.148741651,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ac0b0>
CCOc1cc2[nH]cc(c(=Nc3cccc(c3F)Cl)c2cc1N1CCN(CC1)C)C(=N)O,0.071,-1.148741651,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ac120>
COCn1ccnc1c1nc(sc1C(=O)O)N1CC[C@H]([C@H](C1)OC)N=C(c1[nH]c(c(c1Cl)Cl)C)O,0.071,-1.148741651,test,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ac190>
Fc1ccc(c(c1)F)[C@@H]1C[C@](C[C@H]1C(=O)N1CCC(CC1)c1cc(nn1c1cc(Cl)ccc1Cl)C)(C)N,0.071,-1.148741651,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ac270>
N#Cc1cnccc1COc1cnc(nc1)N1CCN(C[C@H]1C)c1nnc(o1)C(C)C,0.071,-1.148741651,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ac2e0>
CO[C@H]1CN(CC[C@H]1N=C(c1[nH]c(c(c1Cl)Cl)C)O)c1sc(c(n1)C(=NN1CCOCC1)O)C(=O)O,0.071,-1.148741651,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ac350>
CC12CCC(O)CC1=CCC1C2CC2C1CCC1(OC3CC(C)CNC3C1C)C=2C,0.070775419,-1.150117548,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ac3c0>
COC(=O)C1C=CC(O)=CC=1,0.070561923,-1.151429592,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ac4a0>
O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,0.07,-1.15490196,train,<rdkit.Chem.rdchem.Mol object at 0x7f52bd1ac580>
