smiles,LogD,scaffold
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cccnn1,1.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4090970>
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(Oc3cncc(Cl)c3)CC2)[nH]n1,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b40909e0>
COc1cncc(OC2CCN(C(=O)c3cc(-c4cc5ncoc5cc4OC)n[nH]3)CC2)c1,2.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4090a50>
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)[nH]n1,2.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4090ac0>
CCC(=O)N1CCN(C(=O)c2n[nH]cc2-c2ccc3ncsc3c2)CC1,0.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4090b30>
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCN(CC2CCOCC2)CC1,1.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4090ba0>
O=C(c1n[nH]cc1C#Cc1cncs1)N1CCC(CN2CCCCC2)CC1,0.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4090c10>
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(OC2CCN(CCF)CC2)CC1,1.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4090d60>
O=C(c1n[nH]cc1-c1ccc2ncsc2c1)N1CCC(CN2CCCCC2)CC1,0.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4090dd0>
Clc1ccc(N2CCN(Cc3n[nH]c4cccnc34)CC2)nc1,2.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4090e40>
O=C(c1n[nH]c2cccc(Cl)c12)N1CCC(Oc2cncc(Cl)c2)CC1,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4090eb0>
O=C(c1n[nH]c2ccc(Cl)cc12)N1CCC(Oc2cncc(Cl)c2)CC1,3.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4090f20>
O=C(c1n[nH]c2cc(Cl)ccc12)N1CCC(Oc2cncc(Cl)c2)CC1,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4090f90>
O=C(c1n[nH]c2ccc(Cl)nc12)N1CCC(Oc2cncc(Cl)c2)CC1,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091000>
O=c1cc2cccc(Nc3cccc(-c4cccnc4)n3)c2c[nH]1,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091070>
c1cnc2cc(-n3ccc(OCC4CNC4)n3)ccc2c1,0.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b40910e0>
c1ccc(-n2cc(Nc3ccc(OCCCN4CCCC4)cc3)cn2)nc1,1.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091150>
FC1(F)CN(CCc2ccc(Nc3ccn(-c4cccnc4)n3)cc2)C1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b40911c0>
Fc1cccc(-n2ccc(Nc3ccc(CCN4CC(F)(F)C4)cc3)n2)c1,4.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091230>
c1cc2ccc(-c3ccc(CCCN4CCCCC4)cc3)cc2cn1,2.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b40912a0>
C[C@@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCC(F)(F)CC4)cc3)cc12,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091310>
C[C@H](CN(C)C)NC(=O)c1nccc2ccc(-c3ccc(OCCN4CCC(F)(F)CC4)cc3)cc12,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091380>
CN1CCC(C(F)(F)c2ccc(N(C)c3cccc(-c4cccnc4)n3)cc2)CC1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b40913f0>
CC(C)NCCOc1ccc(-c2ccc3ncncc3c2)cc1,1.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091460>
c1cc2ccc(-c3ccc(OCCN4CCNCC4)cc3)nc2cn1,0.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b40914d0>
CC(C)NCCOc1ccc(-c2ccc3ccncc3n2)cc1,1.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091540>
c1cc2cnc(-c3ccc(OCCN4CCNCC4)cc3)cc2cn1,0.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091620>
c1cc2ccc(-c3ccc(OCCN4CCC4)cc3)cc2cn1,2.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091690>
COC1CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091700>
COC1(C)CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091770>
c1cc2ccc(-c3ccc(OCCN4CC5(CCO5)C4)cc3)cc2cn1,3.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b40917e0>
C[C@@H]1CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C[C@H](C)O1,4.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091850>
c1ccc(-n2ccc(Nc3ccc(OCCCN4CCOCC4)cc3)n2)nc1,3.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b40918c0>
c1cc(-c2ccc3cnsc3c2)ccc1OCCN1CCOCC1,3.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091930>
O=C(c1n[nH]c2ccc(-c3ccccn3)nc12)N1CCC(Oc2ccc(Cl)cc2)CC1,4.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091a80>
O=C(c1n[nH]c2cnc(-c3ccccc3)nc12)N1CCC(Oc2cncc(Cl)c2)CC1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091af0>
COc1ncc(Oc2cccc(N(CCc3ccncc3)C3CC3)c2)cn1,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091bd0>
CN1[C@@H]2CC[C@H]1C[C@H](OC1CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC1)C2,-0.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091c40>
CN1[C@@H]2CC[C@H]1C[C@@H](OC1CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC1)C2,-0.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091cb0>
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1cncnc1,1.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091d90>
O=C(c1n[nH]cc1C#Cc1ncccn1)N1CCC(Oc2ccc(Cl)cc2)CC1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091e00>
COc1cc2ocnc2cc1-c1cc(C(=O)N2CCC(OC3CCN(C)CC3)CC2)[nH]n1,0.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4091fc0>
Clc1cncc(O[C@H]2C[C@H]3CC[C@@H](C2)N3Cc2n[nH]c3cccnc23)c1,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092030>
Clc1cncc(O[C@@H]2C[C@H]3CC[C@@H](C2)N3Cc2n[nH]c3cccnc23)c1,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b40920a0>
COc1cncc(CN2CCN(C(=O)c3n[nH]c4cccnc34)CC2)c1,0.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092110>
O=C(c1n[nH]c2cccnc12)N1CCN(c2ccc(Cl)cn2)CC1,2.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092180>
COc1cncc(OC2CCN(C(=O)c3n[nH]c4cc(-c5ccccn5)cnc34)CC2)c1,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b40921f0>
COc1cncc(OC2CCN(C(=O)c3cc(-c4ccn5nccc5c4)n[nH]3)CC2)c1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092260>
COc1cncc(OC2CCN(C(=O)c3cccc4[nH]cnc34)CC2)c1,1.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b40922d0>
COc1ccc(-c2cc(C(=O)N3CCC(OC4CCOCC4)CC3)[nH]n2)c(OC)c1,2.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092490>
COc1ccc(-c2cc(C(=O)N3CC[C@@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,3.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092500>
COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccc(F)cc4)C3)[nH]n2)c(OC)c1,3.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092570>
COc1ccc(-c2cc(C(=O)N3CC[C@H](Oc4ccccc4)C3)[nH]n2)c(OC)c1,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b40925e0>
COc1ccc(-c2cc(C(=O)N3CC[C@@H](OC)C3)[nH]n2)c(OC)c1,2.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b40926c0>
COc1ccc(-c2cc(C(=O)N3CC[C@H](OC)C3)[nH]n2)c(OC)c1,2.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092730>
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ncccc4F)CC3)[nH]n2)c(OC)c1,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b40927a0>
Fc1cc(OCCN2CCCC2)ccc1-c1ccc2ccncc2c1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092810>
NC(=O)Cc1cccc(Nc2nccc(-c3cccnc3Cl)n2)n1,1.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092880>
NC(=O)Cc1cccc(Nc2nccc(-c3ccnnc3)n2)n1,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b40928f0>
CNC(=O)Cc1cccc(Nc2nccc(-c3ccnnc3)n2)n1,0.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092960>
CN(C)C(=O)Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O,1.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b40929d0>
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCC(F)(F)CC1,2.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092a40>
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CC(F)(F)C1,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092ab0>
Fc1cccc(-c2ccnc(Nc3ccc(CCN4CC(F)(F)C4)nc3)n2)c1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092b20>
CC(=O)NCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092b90>
c1cc2ccc(-c3ccc(OCCN4CC5(COC5)C4)cc3)cc2cn1,2.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092c00>
CC1(C)CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CCO1,4.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092c70>
CC1(C)COCCN1CCOc1ccc(-c2ccc3ccncc3c2)cc1,4.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092ce0>
Cn1cc2cc(-c3ccc(OCCN4CCOCC4)cc3)ccc2n1,2.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092dc0>
Cn1cc2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc2n1,2.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092e30>
Cn1cnc2cc(-c3ccc(OCCN4CCOCC4)cc3)ccc21,2.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092ea0>
Cn1cnc2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc21,2.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092f10>
c1cc(-c2ccn3cncc3c2)ccc1OCCN1CCOCC1,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092f80>
Cn1ncc2ccc(-c3ccc(OCCN4CCOCC4)cc3)cc21,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4092ff0>
Fc1cc(-c2ccc3ccncc3c2)c(F)cc1OCCN1CCOCC1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b40930d0>
Fc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2ccnnc2)n1,1.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093140>
Cc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2ccnnc2)n1,1.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b40931b0>
COc1cc(CN2CCOCC2)ccc1Nc1nccc(-c2ccnnc2)n1,1.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093220>
Cc1cc(Nc2nccc(-c3ccnnc3)n2)ccc1CN1CCOCC1,2.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093290>
COc1cc(Nc2nccc(-c3ccnnc3)n2)ccc1CN1CCOCC1,1.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093300>
COc1cc(-c2ccc3ccncc3c2)ccc1OCCN1CCOCC1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093370>
Cc1cc(OCCN2CCOCC2)ccc1-c1ccc2ccncc2c1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b40933e0>
O=C(c1n[nH]c2cncnc12)N1CCC(Oc2ccc(Cl)cc2)CC1,2.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093450>
O=C(c1n[nH]c2nc(-c3ccccc3)ncc12)N1CCC(Oc2cncc(Cl)c2)CC1,4.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b40934c0>
Clc1ccc(N2CCN(Cc3n[nH]cc3-c3ccc4ncsc4n3)CC2)nc1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093530>
Clc1ccc(N2CCN(Cc3n[nH]cc3-c3ccc4ncsc4n3)CC2)cc1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b40935a0>
Cc1[nH]nc(C(=O)N2CCC(OC3CCN(C4CC4)CC3)CC2)c1C#Cc1ncccn1,1.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093610>
O=C(c1cc(C#Cc2cncs2)n[nH]1)N1CCC(OC2CCN(C3CC3)CC2)CC1,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093680>
Clc1cncc(OC2CCN(Cc3n[nH]c4cccnc34)C3(CC3)C2)c1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b40936f0>
Cc1ccc2[nH]nc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)c2n1,2.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093760>
COc1cncc(OC2CCN(C(=O)c3cc(-c4cc5ncn(C)c5cc4OC)n[nH]3)CC2)c1,2.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b40937d0>
COc1cc2c(cc1-c1cc(C(=O)N3CCC(Oc4cncc(Cl)c4)CC3)[nH]n1)ncn2C,3.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093840>
COc1cncc(OC2CCN(C(=O)c3cc(-c4ccn5cncc5c4)n[nH]3)CC2)c1,2.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b40938b0>
O=C(c1cccc2[nH]c(C3CC3)nc12)N1CCC(Oc2cncc(C(F)(F)F)c2)CC1,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093990>
Cc1cc(C#N)cc2c3cc(OCCN4CCC(F)(F)CC4)ccc3n(C)c12,4.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093ae0>
CNCCc1cccc(Nc2cccc(-c3cccnc3)n2)n1,0.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093b50>
O=C(Cn1cccc(Nc2cccc(-c3cccnc3)n2)c1=O)N1CCNCC1,0.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093bc0>
NC(=O)Cc1cccc(Nc2nccc(-c3cnccn3)n2)n1,1.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093c30>
CNC(=O)Cc1cccc(Nc2nccc(-c3cnccn3)n2)n1,1.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093ca0>
O=c1cc(Nc2cccc(-c3cccc(F)c3)n2)ccn1CCN1CC(F)(F)C1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093d80>
c1cc2ccc(-c3ccc(OCCC4OCCCO4)cc3)cc2cn1,4.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093df0>
CS(=O)(=O)Nc1cccc(Nc2cccc(-c3cccnc3)n2)n1,2.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4093e60>
c1cc2ccc(-c3ccc(OCCN4C5CCC4COC5)cc3)cc2cn1,3.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094040>
C[C@@H]1CN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)CCO1,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094120>
c1cc(-c2ccc3sncc3c2)ccc1OCCN1CCOCC1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094200>
Fc1cc(-c2ccc3ccncc3c2)ccc1OCCN1CCOCC1,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094270>
Fc1c(OCCN2CCOCC2)ccc(-c2ccc3ccncc3c2)c1F,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b40942e0>
Fc1cc(-c2ccc3ccncc3c2)cc(F)c1OCCN1CCOCC1,3.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094350>
Fc1cc(OCCN2CCOCC2)ccc1-c1ccc2ccncc2c1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b40943c0>
Fc1cc(OCCN2CCOCC2)cc(F)c1-c1ccc2ccncc2c1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094430>
Fc1cc(Nc2nccc(-c3ccnnc3)n2)ccc1CN1CCOCC1,2.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b40944a0>
Clc1cc(Nc2nccc(-c3ccnnc3)n2)ccc1CN1CCOCC1,2.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094510>
Clc1cc(-c2ccc3ccncc3c2)ccc1OCCN1CCOCC1,4.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094580>
COc1cc(OCCN2CCOCC2)ccc1-c1ccc2ccncc2c1,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094660>
CN1CCC(N2CCN(C(=O)c3n[nH]cc3-c3ccc4ncsc4c3)CC2)C(F)C1,-0.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b40946d0>
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ccc(N(C)C)nc4)CC3)[nH]n2)c(OC)c1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094740>
COc1ccc(-c2c[nH]nc2C(=O)N2CCN(c3cncc(Cl)c3)CC2)c(OC)c1,2.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b40947b0>
COc1ccc(-c2cc(C(=O)N3CCC(Oc4ncccn4)CC3)[nH]n2)c(OC)c1,2.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094820>
COc1ccc(-c2cc(C(=O)N3CCC(Oc4cncc(Cl)n4)CC3)[nH]n2)c(OC)c1,3.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094890>
Cc1cccc2[nH]nc(C(=O)N3CCC(Oc4cncc(C5CC5)c4)CC3)c12,3.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094900>
O=C(c1n[nH]c2c(F)cccc12)N1CCC(Oc2cncc(C3CC3)c2)CC1,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094970>
O=C(c1n[nH]c2cc(OC(F)(F)F)ccc12)N1CCC(Oc2cncc(C3CC3)c2)CC1,4.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b40949e0>
Clc1cncc(OC2CC3(C2)CN(Cc2n[nH]c4cccnc24)C3)c1,1.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094a50>
O=C(c1n[nH]c2cccnc12)N1CC[C@]2(C1)C[C@H](Oc1cncc(Cl)c1)C2,2.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094b30>
Clc1cncc(O[C@H]2C[C@]3(CCN(Cc4n[nH]c5ccccc45)C3)C2)c1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094c80>
Clc1cncc(O[C@H]2C[C@@]3(CCN(Cc4n[nH]c5ccccc45)C3)C2)c1,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094cf0>
O=C(c1cc(-c2ccn3nccc3c2)n[nH]1)N1CCC(Oc2cncc(Cl)c2)CC1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094d60>
O=C(c1cc(-c2ccn3cncc3c2)n[nH]1)N1CCC(Oc2cncc(Cl)c2)CC1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094dd0>
O=C(c1cc(-c2ccn3ccnc3c2)n[nH]1)N1CCC(Oc2cncc(Cl)c2)CC1,3.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094e40>
O=C(c1cc(C#Cc2cncs2)n[nH]1)N1CCC(Oc2cncc(Cl)c2)CC1,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094eb0>
O=C(c1n[nH]c2cccnc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,2.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094f20>
O=C(c1n[nH]c2cccnc12)N1C[C@H]2CC[C@@H](C1)[C@H]2Oc1cncc(Cl)c1,2.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4094f90>
CN(c1cccc(-c2cccnc2)n1)c1cccn(CC(=O)N2CCC2)c1=O,0.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095000>
O=c1cc(Nc2cccc(-c3cccc(F)c3)n2)ccn1CCN1CCC1,2.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095070>
O=c1cc(Nc2nccc(-c3cccc(F)c3)n2)cnn1CCN1CC(F)(F)C1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b40950e0>
O=c1cc(Nc2nccc(-c3cccc(F)c3)n2)ccn1CCN1CC(F)(F)C1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095150>
Nc1c(-c2ccc(OCCN3CCCCC3)cc2)ccc2ccncc12,2.6,<rdkit.Chem.rdchem.Mol object at 0x7f06b40951c0>
Nc1ccc(-c2ccncc2)cc1-c1cccc(OCCN2CCCCC2)c1,2.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095230>
c1cc2ccc(-c3ccc(OCCN4C5COCC4C5)cc3)cc2cn1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b40952a0>
c1cc2ccc(-c3ccc(OCCN4CC5CCC(C4)O5)cc3)cc2cn1,4.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095310>
F[C@H]1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095380>
F[C@@H]1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b40953f0>
CO[C@H]1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095460>
CO[C@@H]1CCN(CCOc2ccc(-c3ccc4ccncc4c3)cc2)C1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b40954d0>
CN1CCN(Cc2cccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)c2)CC1,2.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095540>
Fc1cc(-c2ccnc(Nc3cccc(CN4CCCCC4)c3)n2)cc(N2CCOCC2)c1,3.3,<rdkit.Chem.rdchem.Mol object at 0x7f06b40955b0>
Fc1cc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)n2)cc(N2CCOCC2)c1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095620>
CN1CCN(Cc2ccc(Nc3nccc(-c4cc(F)cc(N5CCOCC5)c4)n3)cc2)CC1,2.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095690>
c1cc(OCCN2CCOCC2)cc(-c2ccc3ccncc3c2)c1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095700>
O=C(c1n[nH]c2cnc(-c3ccccn3)cc12)N1CCC(Oc2cncc(Cl)c2)CC1,3.5,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095850>
Clc1ccc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4cccnc24)C3)cn1,3.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b40958c0>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4c(Cl)ccnc24)C3)c1,4.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095930>
Cc1ccc2[nH]nc(CN3C[C@H]4CC[C@@H](C3)[C@@H]4Oc3cncc(Cl)c3)c2n1,3.7,<rdkit.Chem.rdchem.Mol object at 0x7f06b40959a0>
COc1ccc(-c2cc(C(=O)N3CCC(OCC(N)=O)CC3)[nH]n2)c(OC)c1,1.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095a10>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4nccnc24)C3)c1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095a80>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4cncnc24)C3)c1,3.1,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095af0>
O=C(c1n[nH]c2cccnc12)N1CCC2(CC[C@@H](Oc3cncc(Cl)c3)C2)CC1,3.0,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095b60>
O=C(c1n[nH]c2cccnc12)N1CCC2(CC[C@H](Oc3cncc(Cl)c3)C2)CC1,2.9,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095bd0>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4ncncc24)C3)c1,3.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095c40>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4ccc(-c5ccccn5)cc24)C3)c1,4.4,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095cb0>
O=C(c1n[nH]cc1C#Cc1cncs1)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,3.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095d20>
CN1CCC(OC2CCN(Cc3n[nH]cc3-c3ccc4ncsc4c3)CC2)CC1,0.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095d90>
O=C(c1n[nH]c2ccccc12)N1C[C@H]2CC[C@@H](C1)[C@@H]2Oc1cncc(Cl)c1,3.8,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095e00>
Clc1cncc(O[C@@H]2[C@@H]3CC[C@H]2CN(Cc2n[nH]c4ccccc24)C3)c1,4.2,<rdkit.Chem.rdchem.Mol object at 0x7f06b4095e70>
