smiles,pKb,pKaBasic_train_test,scaffold
O=C1[C@H]2CCCC[C@H]2C(=O)N1CCCCN1CCN(c2nsc3ccccc23)CC1,7.73,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954f8b0>
COC(=O)NCCCn1nc([C@@H](C)N(C(=O)[C@H]2CNCCO2)C2CC2)c2ccc(C)nc21,7.73,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954f920>
Oc1ccc2c3c(cnc2c1)-c1ccc(C(F)(F)F)cc1O[C@@H]3c1ccc(OCCN2CC(CF)C2)cc1,7.74,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954f990>
Clc1cnn(CCCCN2CCN(c3ncccn3)CC2)c1,7.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954fa00>
O=C1C(N2CCCCC2)CCN1c1ccccc1,7.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954fa70>
CCOc1cc(C(Nc2ncc(Cc3cc(OC)c(OC)c(OC)c3)c(N)n2)S(=O)(=O)O)ccc1O,7.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954fae0>
NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21,7.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954fb50>
CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,7.74,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954fbc0>
CCN(CC)CC(=O)Nc1c(C)cccc1C,7.75,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954fc30>
CN1CCC(=C2c3ccccc3Oc3ncccc32)CC1,7.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954fd10>
Cc1ccccc1N1CCN(CCCOc2ccccn2)CC1,7.75,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954fd80>
Cc1cccc(C)c1NC(=O)CN1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,7.76,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954fe60>
COc1ccc2c(c1)CCN1C[C@H]3CCCN(S(C)(=O)=O)[C@H]3C[C@@H]21,7.76,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954fed0>
OCCN1CCN(CCCN2c3ccccc3Sc3cc(Cl)cnc32)CC1,7.76,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd954ff40>
CCN1CCCC1CNC(=O)c1cc(C(C)=O)ccc1OC,7.76,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95500b0>
CC(=O)N1CCN([C@H]2CCC[C@@H](NC(=O)c3cc4c(F)ccc(C)c4[nH]3)C2)CC1,7.76,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550190>
CC(CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,7.77,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550200>
CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1,7.77,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550270>
C=CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)cc(OC)c1OC,7.77,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550350>
OCCN1CCN(CCCN2c3ccccc3Sc3cccnc32)CC1,7.77,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95503c0>
OCCN1CCN(CCCN2c3cc(C(F)(F)F)ccc3Sc3sccc32)CC1,7.77,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550430>
C[C@@H](CN1CCOCC1)C(C(=O)N1CCCC1)(c1ccccc1)c1ccccc1,7.77,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95504a0>
CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C=C2c3cccc4[nH]cc(c34)C[C@H]21,7.78,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550510>
CN1CCN(c2ccc(C(=O)Nc3n[nH]c4ccc(Cc5cc(F)cc(F)c5)cc34)c(NC3CCOCC3)c2)CC1,7.78,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95505f0>
CC1=C(C(=O)OCCN(C)Cc2ccc(F)cc2)C(c2cccc3c2OCO3)C(C(=O)OC(C)C)=C(C)N1,7.78,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550660>
OC(C#CCN1CCCC1)(c1ccccc1)c1ccccc1,7.78,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95506d0>
CN(CCc1cc(C(F)(F)F)cc(C(F)(F)F)c1)C(=O)[C@H](c1ccccc1)N1CCN(CC2CC2)CC1,7.78,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550740>
COC(CN1CCN(CC(O)C(OC)c2ccccc2)CC1)c1ccccc1,7.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550890>
Nc1cc(OCC2CC2)c(C(=O)NC2CN3CCC2CC3)cc1Cl,7.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550900>
COc1cc(N)c(Cl)cc1C(=O)NC1CN2CCC1CC2,7.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550970>
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CC2(C[C@H]1C(=O)O)SCCS2,7.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95509e0>
CN1CCN(c2ccccc2/C=C2\SCCN(c3ccc(Cl)c(Cl)c3)C2=O)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O,7.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550ac0>
CN1CCN(c2ccccc2/C=C2\SCCN(c3ccc(Cl)c(Cl)c3)C2=O)CC1,7.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550b30>
COc1ccc2c(c1)c(CN1CCN(C)CC1)cn2S(=O)(=O)c1ccccc1Br,7.79,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550ba0>
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1Cc2ccccc2C[C@H]1C(=O)O,7.8,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550c80>
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,7.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550cf0>
COc1ccccc1N1CCN(CCCC(O)c2ccc(F)cc2)CC1,7.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550d60>
CN1CCCC(OC(=O)C(O)(c2ccccc2)C2CCCCC2)C1,7.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550dd0>
CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Bi+3],7.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550e40>
CN(C)Cc1ccc(CSCCNC(=O)c2ccc[n+]([O-])c2)o1,7.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550eb0>
COc1ccc(CCN(C)CCCOc2ccc(S(=O)(=O)c3c(C(C)C)cn4ccccc34)cc2)cc1OC,7.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550f20>
CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1,7.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9550f90>
CN(C)Cc1ccc(CSCCNC(=C[N+](=O)[O-])NCc2ccc3c(c2)OCO3)o1,7.8,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551150>
COc1ccccc1N1CCN(CCCNc2cc(=O)n(C)c(=O)n2C)CC1,7.81,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95511c0>
CN1CCN(c2ccc(OC(F)(F)F)c(Nc3ncc4c(n3)-c3c(c(C(N)=O)nn3CCO)CC4)c2)CC1,7.81,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551230>
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,7.81,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95512a0>
OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,7.81,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551310>
Cc1ccc(-c2nc(CN3CCN(C(c4ccccc4)c4ccccc4)CC3)c(C)[nH]2)cc1,7.81,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551380>
CN(C)CCO/N=C(/C=C/c1ccc(O)cc1)c1ccccc1F,7.81,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95514d0>
CN1CCC(=C2c3ccccc3Oc3ccc(Cl)cc32)CC1,7.82,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551540>
CCCN1CCCC[C@H]1C(=O)Nc1c(C)cccc1C,7.82,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95515b0>
CSc1ccc2c(c1)C(N1CCN(C)CC1)Cc1ccccc1S2,7.82,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551620>
CN(C)CCON=C1c2ccccc2CCc2ccccc21,7.82,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551690>
CC(C)(C)c1ccc(C(O)CCCN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)cc1,7.82,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551700>
CN1CCN(c2ccccc2Cc2ccccc2)CC1,7.82,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551770>
O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,7.82,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95517e0>
CC(C)N1CCN(Cc2cnc(-c3cc(-c4cccc5[nH]ccc45)cc4[nH]ncc34)o2)CC1,7.82,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551850>
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1CCC[C@H]1C(=O)O,7.83,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551930>
COC(=O)CCC(=O)CN,7.83,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95519a0>
Cn1c(=O)cnn(CCCCN2CCN(c3ncccn3)CC2)c1=O,7.83,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551a10>
C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N1C(=O)N(C)C[C@H]1C(=O)O,7.83,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551a80>
CCCCCCOC(=O)CCC(=O)CN,7.83,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551af0>
CCC(CO)NC(=O)[C@@H]1C=C2c3cccc4c3c(cn4C)C[C@H]2N(C)C1,7.83,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551b60>
CN(C)CCCOc1ccc2[nH]nc(S(=O)(=O)c3cccc4ccccc34)c2c1,7.83,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551d20>
CN1CCCC(=C(c2cccs2)c2cccs2)C1,7.84,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551ee0>
NCC(=O)CCC(=O)O,7.84,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9551fc0>
CCn1cc(C(=O)OCCN2CCC(C)CC2)c(=O)c2c3sc(=O)n(C)c3ccc21,7.84,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552030>
Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nc(-c2cccnc2)cs1,7.84,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552110>
CCCCCCCCCCCC(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)NC(CCCC(NC(=O)CN)C(N)=O)C(=O)O)C(=O)O,7.84,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552180>
NC(=O)c1cccc2c(N[C@H](CN3CCC3)c3ccc(Cl)c(C(F)(F)F)c3)ncnc12,7.84,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95521f0>
COc1ccc(C(O)CN2CCN(C(c3ccccc3)c3ccccc3)CC2)cc1OC,7.85,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552260>
O=C(N[C@@H]1CN2CCC1CC2)c1n[nH]c2ccccc12,7.85,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95522d0>
CCc1nc2c(C)cc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)c(C#N)s1,7.85,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552340>
Cc1[nH]c2cccc3c2c1C[C@@H]1C3=C[C@@H](C(=O)N[C@]2(C(C)C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](CC(C)C)N3C2=O)CN1C,7.85,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95523b0>
COc1ccc(/C=C/C(=O)c2c(OCCN(C)C)c(OC)c3occc3c2OC)cc1,7.85,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552490>
CCOC(=O)[C@@H]1CC2(CCN(c3cc(O[C@H](c4ccc(Cl)cc4-c4ccccc4)C(F)(F)F)nc(N)n3)CC2)CN1,7.85,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552570>
OCCN1CCN(CCCN2c3ccccc3C=Cc3ccccc32)CC1,7.86,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95525e0>
CCCC(=O)c1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,7.86,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552650>
CC[C@@]1(O)C(=O)OCc2c1cc1n(c2=O)Cc2c-1nc1cc3c(cc1c2CN1CCN(C)CC1)OCCO3,7.86,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95526c0>
CN(c1nc2ccccc2s1)C1CCN(C[C@H](O)COc2ccc(F)c(F)c2)CC1,7.86,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552730>
O=c1[nH]c2ccc([S+]([O-])CCN3CCC(Cc4ccc(F)cc4)CC3)cc2o1,7.86,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95527a0>
COc1ccc(N2C[C@H](CN3CCC(O)(c4ccc5c(c4)OCO5)CC3)OC2=O)cc1,7.86,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552810>
Cc1cc(Nc2ncc(F)c(NC3C4C=CC(C4)C3C(N)=O)n2)ccc1N1CCN(C)CC1,7.86,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552880>
CNc1nc(-c2nc3ccc(N4CCN(C)CC4)cc3n2Cc2ccccc2)cn2c(C)nnc12,7.86,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95528f0>
NC(=O)C1CN(CCCCC(c2ccc(F)cc2)c2ccc(F)cc2)CCN1CC(=O)Nc1c(Cl)cc(N)cc1Cl,7.87,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552960>
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2OC(C)=O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O,7.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552a40>
Cn1c2c(c3ccccc31)CCN1C[C@@H]3CCCC[C@H]3C[C@@H]21,7.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552b20>
CCOC(=O)CCC(=O)O[C@H]1[C@H](O[C@@H]2[C@@H](C)[C@H](O[C@H]3C[C@@](C)(OC)[C@@H](O)[C@H](C)O3)[C@@H](C)C(=O)O[C@H](CC)[C@@](C)(O)[C@H](O)[C@@H](C)C(=O)[C@H](C)C[C@@]2(C)O)O[C@H](C)C[C@@H]1N(C)C,7.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552b90>
C[C@@H](Oc1cc(-n2cnc3ccc(CN4CCN(C)CC4)cc32)sc1C(N)=O)c1ccccc1C(F)(F)F,7.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552c70>
CN1CCN(c2ccc3nc(-c4c(N)c5c(F)cccc5[nH]c4=O)[nH]c3c2)CC1,7.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552ce0>
CCc1cc(O)ccc1-c1ccc2c(-c3nc4c([nH]3)C[C@@H](C(=O)N3CC(N(C)C)C3)N(C(C)C)C4)n[nH]c2c1,7.87,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552dc0>
CN1CCC(=C(c2ccc(Cl)cc2)c2ccccn2)CC1,7.88,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552e30>
c1cc(CNCc2ccncc2)ccn1,7.88,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9552f10>
COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,7.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95530d0>
CC(COc1ccccc1)N(CCCl)Cc1ccccc1,7.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553140>
C=C(C)CNCC(=O)N(C)c1ccc(Cl)cc1C(=O)c1ccccc1,7.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553220>
COC(CN1CCN(CCC(O)c2ccccc2)CC1)c1ccccc1,7.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553290>
O=C(O)COCCOCCN1CCC(=C(c2ccccc2)c2ccccc2)CC1,7.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553300>
c1cnc2c(c1)CNC2,7.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553370>
CCOCCn1c(CN2CCN(CCCCn3cccn3)CC2)nc2ccccc21,7.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95533e0>
CN1C[C@H](CSc2ccccn2)C=C2c3cccc4[nH]cc(c34)C[C@H]21,7.89,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553450>
CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](OC(C)=O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(OC(C)=O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,7.9,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95534c0>
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553530>
CCN(CCCl)Cc1csc2ccc(Br)cc12,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95535a0>
Cc1ncc(-c2csc(N=C(N)N)n2)[nH]1,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553610>
N=C(Nc1c([N+](=O)[O-])cnc2ccccc12)N1CCOCC1,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553680>
CCCCOc1ccc(OCC(=O)N(CCN2CCCC2)c2ccccc2OC)cc1,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553760>
COc1ccc(Cl)cc1C(=O)NC(=O)NCCCN1CCN(c2cccc(C)c2)CC1,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553840>
CC(C(=O)N(C)C1CCCCC1)C1(O)CCN(CCc2ccccc2Cl)CC1,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95538b0>
CO[C@@H]1[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC(C)C)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)C[C@@H](C)[C@@H](O)/C=C/C=C/C[C@@H](C)OC(=O)C[C@H]1O,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553a00>
Cn1c(NC[C@@H](N)Cc2ccccc2)nc(-c2ccncc2)c(-c2ccc3ccccc3c2)c1=O,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553a70>
N#C[C@@H]1C[C@@H]2C[C@@H]2N1C(=O)[C@@H](N)C12CC3CC(CC(O)(C3)C1)C2,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553ae0>
N#C[C@H]1CC2C[C@H]2N1C(=O)[C@H](N)C12CC3CC(CC(O)(C3)C1)C2,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553b50>
CCOC(=O)[C@@H]1CC(=O)O[C@H](C)C/C=C/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553bc0>
CS[C@@]1(C(=O)Nc2ccc3[nH]nc(-c4ccc(OC(C)C)nc4)c3c2)CCN(CC(=O)N2CC=C(c3ccc(-c4ncn(C)n4)cc3)CC2)C1,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553c30>
CCC(=O)O[C@@H]1CC(=O)O[C@H](C)C[C@@H]2O[C@H]2/C=C/[C@H](O)[C@H](C)C[C@H](CC=O)[C@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](OC(=O)CC)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@H]1OC,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553ca0>
CCCCN1C(=O)[C@@H]2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)[C@H](C1=O)C2(C)C,7.9,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553d10>
CN1CCC(=C2c3ccccc3CCc3cccnc32)CC1,7.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553d80>
CCNC1(c2cccs2)CCCCC1=O,7.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553df0>
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1,7.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553e60>
CCOC(=O)OC(C)OC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,7.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9553ed0>
CC(C)(C)C(=O)OCOC(=O)[C@@H]1N2C(=O)[C@@H](/N=C/N3CCCCCC3)[C@H]2SC1(C)C,7.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554040>
CCOc1ccccc1O[C@H](c1ccccc1)[C@H]1CNCCO1,7.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95540b0>
Cc1c(-c2ccccc2)oc2c(C(=O)OC(C)(C)CN3CCCCC3)cccc2c1=O,7.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554120>
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,7.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554190>
Cc1cc(NC(=O)NCCN2CCC(O)(Cc3ccccc3)CC2)c2ccccc2n1,7.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554200>
CN(c1nc2ccccc2s1)C1CCN(C[C@@H](O)COc2ccc(F)cc2)CC1,7.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554270>
CCOc1ccccc1O[C@@H](c1ccccc1)[C@@H]1CNCCO1.O=C(O)CCC(=O)O,7.91,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95542e0>
CN1CCOC(c2ccccc2)c2ccccc2C1,7.92,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554350>
CC1(C)S[C@@H]2[C@H](/N=C/N3CCCCCC3)C(=O)N2[C@H]1C(=O)O,7.92,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95543c0>
CC[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,7.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95544a0>
Cc1nc(N)nc(N)c1-c1ccc(Cl)c(Cl)c1,7.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554580>
COc1ccc(Cl)c2c1CCCC2N(C)C,7.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95545f0>
CN1CCN(C2=Nc3ccccc3Sc3nccn32)CC1,7.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554660>
Cc1ccccc1CN1CCN(CCOC(c2ccccc2)c2ccccc2Cl)CC1,7.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95546d0>
C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1,7.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554820>
C[C@H](NCc1ccc(OCc2ccccc2F)cc1)C(N)=O,7.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554890>
C=CCN1CCC[C@H]1CNC(=O)c1cc(CCCF)cc(OC)c1OC,7.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554900>
CCCN(CCC)C(=O)C1=Cc2ccc(-c3ccc(C(=O)N4CCCC4)cc3)cc2N=C(N)C1,7.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554970>
CC(=O)N1CCC(Nc2cc(C(=O)NC[C@H](O)CN3CCc4ccccc4C3)ncn2)CC1,7.93,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd95549e0>
CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4ccc5nn(C)c(C(C)C)c5c4)n3)nc2)CC1,7.94,test,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554a50>
CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,7.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554ac0>
c1ccc(N2CCN(CCc3nnn[nH]3)CC2)cc1,7.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554b30>
O=C(CCCN1CCC(O)(c2ccc(Cl)c(C(F)(F)F)c2)CC1)c1ccc(F)cc1,7.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554ba0>
c1ccc(C(c2ccccc2)N2CCN(Cc3ccc4c(c3)OCO4)CC2)cc1,7.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554c10>
O=C(c1ccccc1Nc1ccncc1)N1CCCCC1,7.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554c80>
CCCCN1C(=O)[C@@H]([C@H](O)C2CCCCC2)NC(=O)C12CCN(Cc1ccc(Oc3ccc(C(=O)O)cc3)cc1)CC2,7.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554d60>
COCCOc1ccc(N2CCN(CCn3ncc4c3nc(N)n3nc(-c5ccco5)nc43)CC2)cc1,7.94,train,<rdkit.Chem.rdchem.Mol object at 0x7fcdd9554eb0>
